texts,labels
パープルハートを小学校入学用に買いました,非目的
会社で使うために購入しました,目的
シンク下収納でジップロックを片付ける用に購入,目的
持つところがとてもおしゃれ感がでていると思います,非目的
畑でトンネルを作るために使っています,目的
安かったので防災用に購入しました軽くて結構小さいので持ち運びには便利そうです機会があったら一度組み立ててみます,非目的
大きめで横になって足を丸めると大人でもお昼寝可能かな,非目的
使い心地も良く納得の商品です,非目的
軽くて持ち運びやすく大変便利です,非目的
友人の結婚式に着物で参列するために購入しました,非目的
壁に写真や絵を貼るために購入,目的
他に使ったことがないので比べられませんが良さげでした,非目的
新居のリビングに置くために買いました,目的
０歳の子供がテレビ台のｄｖｄデッキに触るのが嫌でテレビ台やテレビその横に置くクリスマスツリーを子供から守るために購入しました,目的
私のおさがりの携帯を子供用のゲーム専用にする為に購入しました,目的
筋トレの幅が広がる,目的
フィットネスクラブで泳ぐために購入しました,目的
炎天下で日陰で待機できるのが良いです,目的
０．０インチのパソコンを乗せるために購入しました,目的
０万円にしてはいいと思います,非目的
またスポーツの疲れをとるのにも最適です,目的
家で鍋をするとき用に購入しました,非目的
続けやすい価格なのでありがたいです,非目的
息子の習い事（サッカー）に持っていくために購入しました,目的
たぼつかずにはけて良かったです,非目的
薄手の生地にキルト綿を接着させました,目的
この価格でこの高級感は素晴らしいと思いました,非目的
ビーズをつなぐのに購入しました,目的
やはり学校で買う物の方が使い勝手は良いのかもしれません,非目的
小さな子供がいるので疲れた時にすぐに触れて持ち運びしやすい物を探しました,非目的
お弁当の外箱（サーモスの保温のタイプ）や水筒哺乳瓶なども水を切るのに使っています,目的
フライパンを整理するのに購入,目的
細かい作業をするために購入,目的
父に頼まれて玄関用に購入いたしました,非目的
素材も良いし型くずれしにくいので仕事用に良いです,非目的
畳に敷く為に購入しました,目的
厚みが薄いので鉋刃を差し込む両側の細い溝の深さをストレスなく調整することができた,非目的
